warehouse_id,warehouse_name,city,state,warehouse_type,capacity,internal_note
364,WH-00364,Chicago,Illinois,Cross Dock,24259,INT-G56ZN95
365,WH-00365,Portland,Oregon,Regional DC,52649,INT-46DPPOM
366,WH-00366,Los Angeles,California,Cross Dock,22977,INT-4R5GX8U
367,WH-00367,Dallas,Texas,Regional DC,12247,INT-JX76SAE
368,WH-00368,Miami,Florida,Regional DC,40263,INT-2AHVYVA
369,WH-00369,Detroit,Michigan,Cross Dock,45378,INT-LRO5DZV
370,WH-00370,,Unknown,Distribution Center,47893,INT-5P43DDE
371,WH-00371,Dallas,Texas,Cross Dock,19259,INT-JNSIYA0
372,WH-00372,Austin,Texas,Regional DC,95526,INT-CLPQGMU
373,WH-00373,Seattle,Washington,Regional DC,16173,INT-TGMUMTL
374,WH-00374,Detroit,Michigan,Fulfillment Center,78813,INT-W8KP2UQ
375,WH-00375,Los Angeles,California,Fulfillment Center,33872,INT-4SJCP0M
376,WH-00376,Miami,Florida,Fulfillment Center,94934,INT-FPLJ7NX
377,WH-00377,Dallas,Texas,Cross Dock,5845,INT-CAGZRNO
378,WH-00378,Charlotte,North Carolina,Fulfillment Center,98733,INT-ITFTU60
379,WH-00379,Chicago,Illinois,Distribution Center,46729,INT-020WRYX
380,WH-00380,Portland,Oregon,Regional DC,62654,INT-H7HB74Y
381,WH-00381,Seattle,Washington,Cross Dock,33294,INT-V6F74N4
382,WH-00382,Charlotte,North Carolina,Cross Dock,58702,INT-AO2G5K9
383,WH-00383,Atlanta,Georgia,Cross Dock,31271,INT-RWR6KG9
384,WH-00384,Miami,Florida,Regional DC,83295,INT-V086BL8
385,WH-00385,Miami,Florida,Regional DC,85271,INT-HRSE9SB
386,WH-00386,Phoenix,Arizona,Distribution Center,26251,INT-Y7D4FXL
387,WH-00387,Houston,Texas,Cross Dock,54854,INT-H6PALHP
388,WH-00388,Denver,Colorado,Regional DC,33452,INT-9NLZEM4
389,WH-00389,Detroit,Michigan,Fulfillment Center,66398,INT-L1AC8A0
390,WH-00390,Austin,Texas,Regional DC,14953,INT-UH86LTU
391,WH-00391,Portland,Oregon,Cross Dock,26709,INT-C6BVURR
392,WH-00392,New York,New York,Cross Dock,5853,INT-W151SLW
393,WH-00393,Phoenix,Arizona,Cross Dock,70123,INT-PUX4S6Y
394,WH-00394,Seattle,Washington,Cross Dock,96763,INT-MD1FHJM
395,WH-00395,Dallas,Texas,Regional DC,68597,INT-KP6P0ML
396,WH-00396,Chicago,Illinois,Distribution Center,15501,INT-61V3KUB
397,WH-00397,Charlotte,North Carolina,Cross Dock,74880,INT-IIOKN8D
398,WH-00398,Miami,Florida,Distribution Center,11631,INT-PRJ5WTD
399,WH-00399,Denver,Colorado,Regional DC,48569,INT-2S32EJD
400,WH-00400,Dallas,Texas,Fulfillment Center,16355,INT-P7XQDQL
401,WH-00401,Portland,Oregon,Fulfillment Center,46998,INT-29ESE0A
402,WH-00402,Portland,Oregon,Cross Dock,64502,INT-VUBYSG9
403,WH-00403,Portland,Oregon,Fulfillment Center,25560,INT-26R24HL
404,WH-00404,Chicago,Illinois,Cross Dock,16064,INT-FVIUTSO
405,WH-00405,Austin,Texas,Regional DC,45699,INT-ZTSWAKZ
406,WH-00406,Phoenix,Arizona,Cross Dock,64424,INT-GK64ZYA
407,WH-00407,Atlanta,Georgia,Fulfillment Center,75808,INT-LU0L1GI
408,WH-00408,Phoenix,Arizona,Distribution Center,37894,INT-2MJ33ST
409,WH-00409,New York,New York,Cross Dock,89358,INT-UTP0JDP
410,WH-00410,Miami,Florida,Regional DC,95709,INT-CEBE5J9
411,WH-00411,Phoenix,Arizona,Cross Dock,16746,INT-8UJGAA8
412,WH-00412,Charlotte,North Carolina,Fulfillment Center,88437,INT-M3VGC6U
413,WH-00413,Chicago,Illinois,Fulfillment Center,68301,INT-WVSJB6C
414,WH-00414,Chicago,Illinois,Fulfillment Center,77229,INT-P040YY3
415,WH-00415,New York,New York,Fulfillment Center,37951,INT-NFFLU8Z
416,WH-00416,Phoenix,Arizona,Distribution Center,74769,INT-2QUGKX5
417,WH-00417,Portland,Oregon,Regional DC,10448,INT-XVIV1ZE
418,WH-00418,Los Angeles,California,Cross Dock,27938,INT-7GXNKVC
419,WH-00419,Chicago,Illinois,Regional DC,24861,INT-3710IYB
420,WH-00420,Detroit,Michigan,Fulfillment Center,63154,INT-GH5OU1J
421,WH-00421,Austin,Texas,Regional DC,54294,INT-LQGYZ79
422,WH-00422,Miami,Florida,Fulfillment Center,48402,INT-HR7G6EH
423,WH-00423,Detroit,Michigan,Fulfillment Center,95662,INT-HX14UMT
424,WH-00424,Boston,Massachusetts,Distribution Center,36513,INT-WOC08CV
425,WH-00425,Portland,Oregon,Fulfillment Center,82355,INT-1DCG5M3
426,WH-00426,Dallas,Texas,Cross Dock,80492,INT-XX1Y4YI
427,WH-00427,Portland,Oregon,Cross Dock,61138,INT-1903FFQ
428,WH-00428,Portland,Oregon,Distribution Center,19643,INT-BJQW0EE
429,WH-00429,Portland,Oregon,Cross Dock,85561,INT-SWIR8S4
430,WH-00430,Charlotte,North Carolina,Distribution Center,15265,INT-1UZPPSL
431,WH-00431,Phoenix,Arizona,Regional DC,59248,INT-MY23DZ6
432,WH-00432,,Unknown,Fulfillment Center,80070,INT-W2XHSSV
433,WH-00433,Phoenix,Arizona,Fulfillment Center,39696,INT-UG48DAS
434,WH-00434,Chicago,Illinois,Fulfillment Center,81137,INT-JB0KOJK
435,WH-00435,Austin,Texas,Regional DC,78444,INT-P0U4XQN
436,WH-00436,Los Angeles,California,Cross Dock,14398,INT-DNFUHRD
437,WH-00437,Chicago,Illinois,Fulfillment Center,65047,INT-AXMKRY3
438,WH-00438,chicago,Unknown,Regional DC,83779,INT-6LOJC84
439,WH-00439,New York,New York,Regional DC,12752,INT-R64WZAQ
440,WH-00440,Los Angeles,California,Cross Dock,32829,INT-AMTXH3K
441,WH-00441,Austin,Texas,Cross Dock,83141,INT-9SE0OS2
442,WH-00442,Charlotte,North Carolina,Fulfillment Center,76456,INT-EYGCYOH
443,WH-00443,Phoenix,Arizona,Regional DC,19673,INT-5VZ2DKS
444,WH-00444,Miami,Florida,Cross Dock,45043,INT-WFG0NZU
445,WH-00445,Atlanta,Georgia,Fulfillment Center,78316,INT-HA8JLNH
446,WH-00446,Houston,Texas,Fulfillment Center,77366,INT-KOAHHRB
447,WH-00447,Miami,Florida,Cross Dock,11070,INT-03MA8N2
448,WH-00448,Chicago,Illinois,Fulfillment Center,81053,INT-W0A9W0I
449,WH-00449,Boston,Massachusetts,Regional DC,45912,INT-71B286L
450,WH-00450,Boston,Massachusetts,Distribution Center,96814,INT-TV0YD34
451,WH-00451,Miami,Florida,Regional DC,11594,INT-7I6IHUE
452,WH-00452,Boston,Massachusetts,Distribution Center,34278,INT-WZZY15H
453,WH-00453,Portland,Oregon,Fulfillment Center,9580,INT-DQ9GEZM
454,WH-00454,New York,New York,Regional DC,20884,INT-S6UP2V0
455,WH-00455,Houston,Texas,Fulfillment Center,13189,INT-1IDOXKR
456,WH-00456,Dallas,Texas,Cross Dock,65849,INT-QZMBZ4L
457,WH-00457,Boston,Massachusetts,Fulfillment Center,77195,INT-WSN911I
458,WH-00458,Houston,Texas,Fulfillment Center,12453,INT-ZZF1YX9
459,WH-00459,Denver,Colorado,Cross Dock,33067,INT-1PZOVDI
460,WH-00460,Chicago,Illinois,Regional DC,7689,INT-0GDN092
461,WH-00461,Detroit,Michigan,Regional DC,37380,INT-TVAXGBT
462,WH-00462,Atlanta,Georgia,Fulfillment Center,55217,INT-FFTGUKV
463,WH-00463,Detroit,Michigan,Regional DC,5000000,INT-VAN7W9T
464,WH-00464,Atlanta,Georgia,Distribution Center,98588,INT-FWQ4NHZ
465,WH-00465,Portland,Oregon,Distribution Center,36174,INT-VDXZA8L
466,WH-00466,New York,New York,Fulfillment Center,15637,INT-XUQK1RU
467,WH-00467,Los Angeles,California,Fulfillment Center,5049,INT-NN0OU0N
468,WH-00468,Miami,Florida,Cross Dock,34565,INT-XFJVGQE
469,WH-00469,Charlotte,North Carolina,Distribution Center,22919,INT-OJ6HTW5
470,WH-00470,Los Angeles,California,Distribution Center,18648,INT-63GNLYH
471,WH-00471,Miami,Florida,Distribution Center,20453,INT-67IBG36
472,WH-00472,Miami,Florida,Distribution Center,69566,INT-4AXQCNO
473,WH-00473,Detroit,Michigan,Fulfillment Center,77480,INT-UC4PCIG
474,WH-00474,CHICAGO,Unknown,Distribution Center,34048,INT-3Y9S4I9
475,WH-00475,Boston,Massachusetts,Cross Dock,60704,INT-WMZLPBY
476,WH-00476,Portland,Oregon,Fulfillment Center,61147,INT-GBWDFRZ
477,WH-00477,Houston,Texas,Cross Dock,68725,INT-IEXEBK8
478,WH-00478,Detroit,Michigan,Distribution Center,35026,INT-HHYDT9A
479,WH-00479,Charlotte,North Carolina,Cross Dock,88656,INT-MQCSBTS
480,WH-00480,Portland,Oregon,Regional DC,67336,INT-E1RRIPR
481,WH-00481,Miami,Florida,Cross Dock,10832,INT-9OF0QA3
482,WH-00482,New York,New York,Cross Dock,71229,INT-BEF9AX5
483,WH-00483,Austin,Texas,Cross Dock,80028,INT-54YK70M
484,WH-00484,Seattle,Washington,Fulfillment Center,29537,INT-0G5CRRO
485,WH-00485,New York,New York,Regional DC,37526,INT-1T9H1QM
486,WH-00486,Phoenix,Arizona,Fulfillment Center,22414,INT-GUTBYYB
487,WH-00487,Los Angeles,California,Distribution Center,55446,INT-TF4RLON
488,WH-00488,Boston,Massachusetts,Cross Dock,30335,INT-LLPPOX8
489,WH-00489,Charlotte,North Carolina,Regional DC,95050,INT-ODQBOXI
490,WH-00490,Phoenix,Arizona,Cross Dock,79159,INT-BC179A7
491,WH-00491,Austin,Texas,Cross Dock,90968,INT-AKNHCKU
492,WH-00492,Charlotte,North Carolina,Fulfillment Center,41808,INT-ZLRVJC9
493,WH-00493,Portland,Oregon,Fulfillment Center,88963,INT-GLMMFY7
494,WH-00494, Houston,Texas,Distribution Center,69915,INT-T00UZH8
495,WH-00495,Denver,Colorado,Cross Dock,32733,INT-S23R9I9
496,WH-00496,,Unknown,Cross Dock,83060,INT-2NB8Z67
497,WH-00497,Atlanta,Georgia,Cross Dock,31277,INT-4L0COKJ
498,WH-00498,New York,New York,Fulfillment Center,96637,INT-EV7TBQ5
499,WH-00499,Denver,Colorado,Cross Dock,86922,INT-FKMAENE
500,WH-00500,,Unknown,Fulfillment Center,30306,INT-GJ0L5J7
501,WH-00501,Austin,Texas,Cross Dock,65009,INT-N7T8DWK
502,WH-00502,Chicago,Illinois,Fulfillment Center,15767,INT-BTUFIQR
503,WH-00503,Dallas,Texas,Distribution Center,75385,INT-HCANCZE
504,WH-00504,Denver,Colorado,Regional DC,33091,INT-R9L90JP
505,WH-00505,Austin,Texas,Distribution Center,34258,INT-8KJ7NZZ
506,WH-00506,Atlanta,Georgia,Distribution Center,61771,INT-KX2645T
507,WH-00507,Phoenix,Arizona,Distribution Center,48869,INT-9QDO4RP
508,WH-00508,Miami,Florida,Regional DC,68879,INT-BHRK74M
509,WH-00509,Austin,Texas,Distribution Center,85753,INT-WW7Z9F4
510,WH-00510,Phoenix,Arizona,Cross Dock,85069,INT-COTYW0J
511,WH-00511,Dallas,Texas,Fulfillment Center,48123,INT-IPBFUYE
512,WH-00512,Seattle,Washington,Fulfillment Center,7930,INT-V7OZWB7
513,WH-00513,Los Angeles,California,Distribution Center,73258,INT-40KZZ8O
514,WH-00514,Phoenix,Arizona,Regional DC,41203,INT-TU4U6BX
515,WH-00515,Miami,Florida,Distribution Center,97628,INT-4CD6B8G
516,WH-00516,Atlanta,Georgia,Distribution Center,55735,INT-AAHLGRG
517,WH-00517,Atlanta,Georgia,Distribution Center,85882,INT-VN388WK
518,WH-00518,Houston,Texas,Fulfillment Center,74175,INT-SX73NVU
519,WH-00519,Los Angeles,California,Distribution Center,90094,INT-13I6G3J
520,WH-00520,Portland,Oregon,Distribution Center,32839,INT-02W4GTZ
521,WH-00521,Los Angeles,California,Cross Dock,17923,INT-DQ3HZX1
522,WH-00522,Dallas,Texas,Cross Dock,91396,INT-5JTTPX4
523,WH-00523,Phoenix,Arizona,Cross Dock,26021,INT-A2YRC1L
524,WH-00524,Houston,Texas,Regional DC,24121,INT-LGIF77Y
525,WH-00525,Boston,Massachusetts,Distribution Center,5,INT-4U93386
526,WH-00526,Chicago,Illinois,Regional DC,48764,INT-3DZUQYS
527,WH-00527,New York,New York,Regional DC,95667,INT-LVN53M7
528,WH-00528,Detroit,Michigan,Cross Dock,74413,INT-OVSN4EX
529,WH-00529,Austin,Texas,Fulfillment Center,18668,INT-2JFIWGH
530,WH-00530,Miami,Florida,Cross Dock,93786,INT-9ROXCG8
531,WH-00531,New York,New York,Distribution Center,39604,INT-1140M7B
532,WH-00532,Chicago,Illinois,Fulfillment Center,62126,INT-3P6DANL
533,WH-00533,Dallas,Texas,Regional DC,98044,INT-D6SS7EH
534,WH-00534,Austin,Texas,Cross Dock,13579,INT-Q4HE3UI
535,WH-00535,Atlanta,Georgia,Cross Dock,54679,INT-RU481U2
536,WH-00536,Charlotte,North Carolina,Regional DC,85160,INT-ZGA68IN
537,WH-00537,Seattle,Washington,Cross Dock,82119,INT-K4EE0IO
538,WH-00538,Miami,Florida,Cross Dock,59689,INT-BPIID2Y
539,WH-00539,Denver,Colorado,Cross Dock,29865,INT-K1HARTV
540,WH-00540,Dallas,Texas,Regional DC,76363,INT-CMPDA8P
541,WH-00541,Seattle,Washington,Distribution Center,88589,INT-UP685Y4
542,WH-00542,Chicago,Illinois,Cross Dock,34973,INT-S9Q562O
543,WH-00543,New York,New York,Cross Dock,52690,INT-ZK1ERQN
544,WH-00544,Portland,Oregon,Distribution Center,53906,INT-TUM3FKP
545,WH-00545,Boston,Massachusetts,Fulfillment Center,17706,INT-6AF6TUN
546,WH-00546,Denver,Colorado,Cross Dock,57685,INT-QL3SRBT
547,WH-00547,Miami,Florida,Cross Dock,36169,INT-WDJKBNK
548,WH-00548,Los Angeles,California,Distribution Center,80657,INT-SMDT2DP
549,WH-00549,Los Angeles,California,Distribution Center,44391,INT-0N95WXT
550,WH-00550,Boston,Massachusetts,Fulfillment Center,57204,INT-9NJTAM1
551,WH-00551,Boston,Massachusetts,Cross Dock,39298,INT-XUDU7ZI
552,WH-00552,Portland,Oregon,Fulfillment Center,60829,INT-X562AG3
553,WH-00553,Detroit,Michigan,Regional DC,9968,INT-ACDWF35
554,WH-00554,Atlanta,Georgia,Fulfillment Center,56367,INT-DZYK914
555,WH-00555,Houston,Texas,Distribution Center,93914,INT-63U7LX2
556,WH-00556,Phoenix,Arizona,Distribution Center,65764,INT-WP57535
557,WH-00557,,Unknown,Distribution Center,34702,INT-HSBDRFA
558,WH-00558,Los Angeles,California,Distribution Center,26962,INT-NOJPL7H
559,WH-00559,Detroit,Michigan,Cross Dock,60821,INT-CG9C120
560,WH-00560,Chicago,Illinois,Fulfillment Center,5000000,INT-VXD25WR
561,WH-00561,Houston,Texas,Cross Dock,43972,INT-PJFCNIU
562,WH-00562,Detroit,Michigan,Fulfillment Center,19645,INT-7R9DHSV
563,WH-00563,Seattle,Washington,Fulfillment Center,62134,INT-XY85F1D
564,WH-00564,New York,New York,Cross Dock,31581,INT-DGA0XJV
565,WH-00565,New York,New York,Fulfillment Center,34332,INT-35F5V2I
566,WH-00566,Dallas,Texas,Regional DC,31980,INT-JUWLP7K
567,WH-00567,Los Angeles,California,Distribution Center,7903,INT-QDFK9TW
568,WH-00568,Charlotte,North Carolina,Regional DC,57327,INT-WHHR92Q
569,WH-00569,Houston,Texas,Distribution Center,91802,INT-6ELJQ2O
570,WH-00570,New York,New York,Distribution Center,7989,INT-SVRDN69
571,WH-00571,Seattle,Washington,Regional DC,12990,INT-4CPEEMS
572,WH-00572,Charlotte,North Carolina,Regional DC,98272,INT-72JA0F2
573,WH-00573,Los Angeles,California,Distribution Center,94414,INT-NM2NQXZ
574,WH-00574,Phoenix,Arizona,Cross Dock,85442,INT-GP28PB4
575,WH-00575,Portland,Oregon,Regional DC,47921,INT-T02F10M
576,WH-00576,Detroit,Michigan,Regional DC,26374,INT-IX6OO7J
577,WH-00577,Detroit,Michigan,Distribution Center,91928,INT-EHQ7PYZ
578,WH-00578,Portland,Oregon,Regional DC,53591,INT-V7ZQ81T
579,WH-00579,Phoenix,Arizona,Regional DC,67508,INT-IOMK3WF
580,WH-00580,Detroit,Michigan,Distribution Center,10767,INT-FBDLC0M
581,WH-00581,Denver,Colorado,Distribution Center,96425,INT-ZSZNZNY
582,WH-00582,Miami,Florida,Fulfillment Center,21927,INT-U3HFB5Q
583,WH-00583,Los Angeles,California,Regional DC,55478,INT-I1A7GSV
584,WH-00584,Austin,Texas,Distribution Center,82546,INT-F3DL1C6
585,WH-00585,Portland,Oregon,Fulfillment Center,42178,INT-J158RB6
586,WH-00586,Dallas,Texas,Distribution Center,67908,INT-ZMRLNFZ
587,WH-00587,Miami,Florida,Fulfillment Center,43823,INT-KAJI4CM
588,WH-00588,Detroit,Michigan,Fulfillment Center,89661,INT-DXOOSKJ
589,WH-00589,Boston,Massachusetts,Cross Dock,40223,INT-HM1ZWGU
590,WH-00590,Chicago,Illinois,Distribution Center,57790,INT-E4D3EVP
591,WH-00591,Dallas,Texas,Regional DC,48161,INT-RW8XYYH
592,WH-00592,Phoenix,Arizona,Cross Dock,44388,INT-PF6J3G5
593,WH-00593,Phoenix,Arizona,Fulfillment Center,72892,INT-DRDZZXO
594,WH-00594,Austin,Texas,Regional DC,42682,INT-6YX1Y76
595,WH-00595,Denver,Colorado,Fulfillment Center,67127,INT-WSEVOT2
596,WH-00596,Chicago,Illinois,Distribution Center,6931,INT-0IT4CV1
597,WH-00597,Boston,Massachusetts,Regional DC,12785,INT-CVCOS6C
598,WH-00598,,Unknown,Fulfillment Center,71698,INT-J142DJO
599,WH-00599,Los Angeles,California,Distribution Center,80953,INT-8V9KBEF
600,WH-00600,Miami,Florida,Regional DC,28635,INT-KHZTOZX
601,WH-00601,Houston,Texas,Regional DC,35356,INT-ZDQ7TKM
602,WH-00602,New York,New York,Fulfillment Center,45245,INT-3YY05VQ
603,WH-00603,Boston,Massachusetts,Cross Dock,94480,INT-4P95ZZM
604,WH-00604,New York,New York,Fulfillment Center,90715,INT-WIVHZO2
605,WH-00605,Atlanta,Georgia,Regional DC,28382,INT-16EAF5D
606,WH-00606,Austin,Texas,Cross Dock,44593,INT-W21PNJB
607,WH-00607,Charlotte,North Carolina,Fulfillment Center,73285,INT-1XYDTXR
608,WH-00608,Atlanta,Georgia,Cross Dock,96825,INT-FXUCED0
609,WH-00609,Houston,Texas,Cross Dock,70234,INT-ITABO2U
610,WH-00610,Phoenix,Arizona,Regional DC,29009,INT-OY6LTH9
611,WH-00611,New York,New York,Regional DC,73470,INT-7P1M2M7
612,WH-00612,Portland,Oregon,Fulfillment Center,69574,INT-HJ0L1SV
613,WH-00613,Chicago,Illinois,Cross Dock,10104,INT-BCU3XJQ
614,WH-00614,Austin,Texas,Fulfillment Center,15108,INT-HX42GYW
615,WH-00615,Boston,Massachusetts,Cross Dock,84872,INT-62YBYXF
616,WH-00616,Chicago ,Illinois,Regional DC,29742,INT-F7F7KVZ
617,WH-00617,Denver,Colorado,Distribution Center,68750,INT-OJ5KARC
618,WH-00618,Portland,Oregon,Cross Dock,42538,INT-TEXF9O2
619,WH-00619,Phoenix,Arizona,Fulfillment Center,44327,INT-DQD8KMM
620,WH-00620,Austin,Texas,Regional DC,87418,INT-6ESEG6V
621,WH-00621,Phoenix,Arizona,Distribution Center,23613,INT-0OXWUXE
622,WH-00622,Dallas,Texas,Distribution Center,87155,INT-Y0QOB72
623,WH-00623,Chicago,Illinois,Distribution Center,68532,INT-C32HE3E
624,WH-00624,Portland,Oregon,Fulfillment Center,62108,INT-VYRYQWU
625,WH-00625,Boston,Massachusetts,Fulfillment Center,61577,INT-0AAO5IH
626,WH-00626,Seattle,Washington,Distribution Center,21114,INT-Q4WBUPO
627,WH-00627,Seattle,Washington,Fulfillment Center,56854,INT-V3YTYN9
628,WH-00628,Austin,Texas,Fulfillment Center,94929,INT-LCT94KG
629,WH-00629,Chicago,Illinois,Fulfillment Center,47929,INT-86O4L0J
630,WH-00630,Detroit,Michigan,Distribution Center,60134,INT-Z4D9382
631,WH-00631,Boston,Massachusetts,Regional DC,35836,INT-0CV84BQ
632,WH-00632,Atlanta,Georgia,Cross Dock,58949,INT-W49KPI3
633,WH-00633,Chicago,Illinois,Distribution Center,98084,INT-B49ZTQD
634,WH-00634,Chicago,Illinois,Fulfillment Center,79717,INT-GQ7KBSC
635,WH-00635,Dallas,Texas,Distribution Center,12388,INT-QL5QSE2
636,WH-00636,Chicago,Illinois,Cross Dock,92088,INT-QHHOGM1
637,WH-00637,Miami,Florida,Regional DC,87421,INT-4FS961G
638,WH-00638,Boston,Massachusetts,Fulfillment Center,53331,INT-PC6MGFO
639,WH-00639,Los Angeles,California,Cross Dock,45051,INT-M10MMP6
640,WH-00640,Atlanta,Georgia,Cross Dock,9335,INT-RK2C5XI
641,WH-00641,Boston,Massachusetts,Distribution Center,48476,INT-1UOAU6D
642,WH-00642,Boston,Massachusetts,Distribution Center,66509,INT-LTKFO10
643,WH-00643,Seattle,Washington,Regional DC,18700,INT-MJTI1VS
644,WH-00644,Dallas,Texas,Regional DC,90269,INT-E43FGAE
645,WH-00645,Los Angeles,California,Cross Dock,86133,INT-9EVX2YH
646,WH-00646,Portland,Oregon,Regional DC,76589,INT-I2TIVXO
647,WH-00647,Phoenix,Arizona,Distribution Center,86704,INT-E4N397S
648,WH-00648,Charlotte,North Carolina,Regional DC,72593,INT-UWMFEAN
649,WH-00649,Detroit,Michigan,Cross Dock,84164,INT-0SUTUHR
650,WH-00650,Atlanta,Georgia,Distribution Center,65218,INT-RR6P5WC
651,WH-00651,Dallas,Texas,Distribution Center,75596,INT-SKA1NAS
652,WH-00652,Seattle,Washington,Distribution Center,76883,INT-3F3J1NR
653,WH-00653,Seattle,Washington,Regional DC,59571,INT-G3I6HEX
654,WH-00654,Los Angeles,California,Regional DC,12866,INT-Z34AWOL
655,WH-00655,Austin,Texas,Regional DC,58353,INT-ASQOR7W
656,WH-00656,Los Angeles,California,Cross Dock,77401,INT-OLGTJY5
657,WH-00657,Phoenix,Arizona,Fulfillment Center,52818,INT-MTG9LV7
658,WH-00658,Seattle,Washington,Regional DC,14030,INT-3ESQHJ9
659,WH-00659,New York,New York,Cross Dock,58099,INT-VXBNZIU
660,WH-00660,New York,New York,Cross Dock,16271,INT-KZ5E0NQ
661,WH-00661,Atlanta,Georgia,Fulfillment Center,19700,INT-SQMC6PQ
662,WH-00662,Phoenix,Arizona,Regional DC,66969,INT-MUIF0FX
663,WH-00663,Miami,Florida,Regional DC,79964,INT-BW1C34R
664,WH-00664,Portland,Oregon,Regional DC,78717,INT-H42YC7H
665,WH-00665,Dallas,Texas,Distribution Center,63422,INT-13RLM9K
666,WH-00666,Miami,Florida,Regional DC,61175,INT-61NI7SL
667,WH-00667,Detroit,Michigan,Fulfillment Center,45261,INT-VGV4V6R
668,WH-00668,Austin,Texas,Regional DC,84523,INT-RR2QTQV
669,WH-00669,Phoenix,Arizona,Cross Dock,57444,INT-EMA1KUB
670,WH-00670,Charlotte,North Carolina,Regional DC,73736,INT-2NMMU9P
671,WH-00671,,Unknown,Regional DC,62346,INT-E81KJSH
672,WH-00672,New York,New York,Distribution Center,65464,INT-P1HO02H
673,WH-00673,Detroit,Michigan,Cross Dock,97100,INT-ZW8XRNF
674,WH-00674,Chicago,Illinois,Cross Dock,27922,INT-MI7X8AS
675,WH-00675,Seattle,Washington,Cross Dock,91024,INT-CGGXVUJ
676,WH-00676,Austin,Texas,Cross Dock,17224,INT-P30KE5A
677,WH-00677,Miami,Florida,Cross Dock,90214,INT-RC8SUJQ
678,WH-00678,Denver,Colorado,Regional DC,48936,INT-JL0KOPF
679,WH-00679,Boston,Massachusetts,Distribution Center,9523,INT-CCK6S98
680,WH-00680,Austin,Texas,Regional DC,86459,INT-56PAPAQ
681,WH-00681,Portland,Oregon,Cross Dock,73339,INT-PXET9W1
682,WH-00682,Seattle,Washington,Cross Dock,55604,INT-X8KWG49
683,WH-00683,Denver,Colorado,Fulfillment Center,6204,INT-7HMI46G
684,WH-00684,Austin,Texas,Regional DC,72355,INT-KW1ZNOE
685,WH-00685,Los Angeles,California,Regional DC,75463,INT-HVRB3WK
686,WH-00686,Atlanta,Georgia,Fulfillment Center,21831,INT-3FHP5R8
687,WH-00687,Portland,Oregon,Fulfillment Center,12636,INT-WB0P84O
688,WH-00688,Detroit,Michigan,Regional DC,43673,INT-X5295TB
689,WH-00689,Boston,Massachusetts,Cross Dock,52187,INT-9M51TA1
690,WH-00690,Charlotte,North Carolina,Regional DC,90450,INT-7W0POSI
691,WH-00691,Denver,Colorado,Cross Dock,32157,INT-74EV3IL
692,WH-00692,Phoenix,Arizona,Regional DC,37967,INT-PBVB6RL
693,WH-00693,Charlotte,North Carolina,Cross Dock,36284,INT-S6B8C34
694,WH-00694,Denver,Colorado,Fulfillment Center,57244,INT-X01BQWI
695,WH-00695,Denver,Colorado,Cross Dock,55655,INT-04F3M91
696,WH-00696,Boston,Massachusetts,Cross Dock,36567,INT-4ZQQVZ5
697,WH-00697,Los Angeles,California,Regional DC,58652,INT-K23P363
698,WH-00698,Boston,Massachusetts,Regional DC,34111,INT-O25XKQY
699,WH-00699,Miami,Florida,Regional DC,35182,INT-IIAH9VX
700,WH-00700,Seattle,Washington,Distribution Center,35445,INT-HWNYM0G
701,WH-00701,Miami,Florida,Cross Dock,45057,INT-O063RU7
702,WH-00702,Portland,Oregon,Regional DC,90363,INT-T0YQRE4
703,WH-00703,Houston,Texas,Cross Dock,7070,INT-VH9FUFX
704,WH-00704,Miami,Florida,Cross Dock,88528,INT-AK4VH8A
705,WH-00705,Austin,Texas,Regional DC,27436,INT-NU3ZD4M
706,WH-00706,Portland,Oregon,Fulfillment Center,43168,INT-YHP5P11
707,WH-00707,Portland,Oregon,Distribution Center,56188,INT-FUPOM4T
708,WH-00708,Phoenix,Arizona,Fulfillment Center,61397,INT-KPMYFO4
709,WH-00709,Houston,Texas,Cross Dock,80799,INT-U42VL64
710,WH-00710,New York,New York,Distribution Center,57514,INT-XM4Q54J
711,WH-00711,New York,New York,Distribution Center,15023,INT-NQ9CHEO
712,WH-00712,Boston,Massachusetts,Distribution Center,86539,INT-OICO2O8
713,WH-00713,Portland,Oregon,Fulfillment Center,23415,INT-9UMO6UZ
