inventory_id,product_id,warehouse_id,stock_quantity,reserved_stock,damaged_stock,last_updated,remarks
404,1338,1154,110.0,18,1,08-01-2024,RMK-2MUHI9
405,8938,5558,185.0,18,4,"Jun 25, 2023",RMK-MXEACN
406,5417,6682,330.0,5,2,16/08/2023,RMK-U2OE11
407,9955,9602,319.0,41,0,09-16-2023,RMK-8TG2HW
408,10661,45,226.0,18,1,2023-05-30,RMK-EVC5C7
409,12115,6753,26.0,1,0,2023-05-17,RMK-L2TXPT
410,9693,647,183.0,14,2,2023-08-23,RMK-0P8K4J
411,1891,9856,330.0,21,3,2025-04-28,RMK-GSM7Z7
412,6067,9955,321.0,15,0,"Aug 24, 2024",RMK-0BPDR6
413,10641,6706,435.0,108,16,21/04/2023,RMK-TW9OBM
414,2262,8279,205.0,31,1,17/02/2025,RMK-TS4M1W
415,1770,769,126.0,7,0,2023-06-21,RMK-H0ARE6
416,3243,4051,397.0,0,5,05/07/2023,RMK-8PBA9Z
417,10452,5925,311.0,84,13,04-24-2023,RMK-QM730B
418,8288,4460,431.0,37,11,02/03/2023,RMK-MQED73
419,11215,1622,6.0,1,0,17/03/2023,RMK-V8ZCLL
420,5423,7079,180.0,28,8,2023-10-05,RMK-NAN6OL
421,6432,7029,168.0,44,8,"Sep 09, 2024",RMK-0DA285
422,11623,6419,442.0,69,20,2023-04-26,RMK-XZ8N2T
423,10969,4635,179.0,13,3,2025-06-07,RMK-0LTFP1
424,8827,3448,468.0,102,12,08-24-2024,RMK-F1Z8X3
425,11483,3342,30.0,3,1,05/02/2025,RMK-R7O8UU
426,2728,4848,338.0,76,13,2023-03-27,RMK-ON3KT5
427,6471,2048,131.0,34,4,"May 07, 2025",RMK-H3VZN8
428,519,9655,481.0,89,7,"Jul 09, 2023",RMK-411O0C
429,6151,1780,193.0,34,6,21/04/2024,RMK-TCED39
430,10744,164,387.0,45,16,"Aug 19, 2024",RMK-5L42G1
431,1550,9443,171.0,19,4,12/11/2023,RMK-QCDZSH
432,12229,3965,497.0,71,17,"Apr 12, 2025",RMK-WV0PJT
433,6823,5590,348.0,42,3,"Dec 17, 2024",RMK-VI1Z68
434,3897,1325,295.0,63,8,23/05/2024,RMK-ZJ7NA5
435,10515,2024,461.0,23,2,2024-11-12,RMK-029MSA
436,4081,9766,33.0,3,1,30/01/2023,RMK-0X45UR
437,11474,7812,297.0,8,8,"Sep 10, 2024",RMK-1LG46T
438,1273,4250,184.0,7,7,12-17-2024,RMK-BPXRXN
439,11980,960,173.0,39,2,13/02/2024,RMK-K9JQ1Q
440,6661,6255,228.0,28,6,2024-08-24,RMK-C6H0I4
441,3084,4856,201.0,22,0,09-23-2023,RMK-RTEK94
442,11026,4713,367.0,87,18,"May 22, 2025",RMK-0ZOU65
443,6418,3572,61.0,0,1,2023-10-07,RMK-ZYCILY
444,12084,995,130.0,2,5,"Nov 08, 2024",RMK-9XAIOV
445,1634,10079,277.0,9,5,26/01/2024,RMK-FNNQZE
446,8127,6905,140.0,26,1,07-10-2023,RMK-8J8TJQ
447,8431,2865,72.0,3,0,03-14-2025,RMK-NEPORI
448,10175,1192,133.0,2,4,"Nov 03, 2024",RMK-BH6GKG
449,8146,4344,33.0,2,1,26/06/2023,RMK-PKGW8N
450,3555,3524,358.0,33,8,24/10/2024,RMK-E82C9D
451,12025,1879,216.0,29,1,"Oct 20, 2024",RMK-92TLRW
452,2220,242,313.0,24,1,"Dec 13, 2024",RMK-02VF8E
453,5967,1877,327.0,2,7,2023-10-29,RMK-TMW9JY
454,4429,5006,134.0,11,3,13/03/2025,RMK-KTANR2
455,7643,4981,274.0,78,0,11/01/2023,RMK-KH8OJW
456,6537,5476,150.0,8,0,2025-03-06,RMK-4W1K1L
457,5107,3015,338.0,24,14,"Jan 18, 2023",RMK-DHEVG0
458,10338,5740,376.0,102,3,"May 20, 2024",RMK-S1T2J8
459,1316,5071,268.0,32,8,2025-01-06,RMK-U0XF2A
460,1434,661,308.0,47,3,"Jan 17, 2024",RMK-9AC67G
461,10963,8376,367.0,56,10,2025-03-20,RMK-OSV584
462,1798,6494,263.0,58,1,08-26-2024,RMK-RWMMJG
463,5957,2450,97.0,7,3,"Mar 06, 2023",RMK-7YSKOD
464,8219,4368,322.0,19,10,21/12/2024,RMK-3KMARA
465,4717,6835,270.0,44,3,2025-06-10,RMK-0S93QL
466,7355,9552,44.0,2,2,10-08-2023,RMK-WNQTBX
467,10757,6072,12.0,2,0,03/03/2025,RMK-X0HI2X
468,9115,5463,453.0,39,10,"Sep 21, 2023",RMK-6N79AA
469,523,2015,20.0,5,0,2023-11-12,RMK-ZSGH8A
470,11397,3587,202.0,1,4,27/01/2024,RMK-XC1AX7
471,12196,578,15.0,4,0,"Mar 20, 2025",RMK-KRRJT9
472,5484,6255,102.0,29,4,2023-12-31,RMK-TAYPZ6
473,7787,7541,318.0,75,10,2023-11-19,RMK-J4M74C
474,5944,8903,368.0,50,15,2023-01-21,RMK-FVJGDW
475,7322,5080,299.0,61,6,2023-12-31,RMK-PMUCQV
476,8934,2861,-39.0,0,0,"Mar 18, 2025",RMK-PSWXRO
477,11945,9568,459.0,1,12,10-16-2024,RMK-0W0PQS
478,8111,6556,201.0,55,7,"Sep 14, 2024",RMK-U77RNN
479,5434,6794,58.0,1,1,05-22-2025,RMK-QVUOXY
480,9453,2209,389.0,114,13,05-15-2023,RMK-Z5YX9O
481,10306,175,337.0,45,14,"Sep 07, 2023",RMK-K7NJBA
482,9256,8130,353.0,92,8,06-27-2023,RMK-5NMS5F
483,9301,6518,163.0,17,1,04-28-2024,RMK-1ZY26R
484,207,3483,305.0,2,7,06/02/2023,RMK-1HP533
485,8678,1494,185.0,43,4,2023-10-10,RMK-QHBWNW
486,3194,304,361.0,6,4,"Apr 24, 2024",RMK-PR0TH0
487,11979,5917,109.0,22,5,"May 14, 2023",RMK-19SHA3
488,4045,4631,376.0,109,12,23/12/2023,RMK-IRYPPA
489,262,3538,302.0,63,4,04/03/2025,RMK-GLU6KE
490,12102,6053,370.0,85,7,22/04/2023,RMK-8IM5GU
491,1318,1555,317.0,9,5,"Nov 12, 2024",RMK-KXBOUS
492,11713,8244,92.0,20,0,06-14-2025,RMK-AWPAA3
493,2141,4389,215.0,18,9,15/10/2024,RMK-4R0QUD
494,4918,9642,251.0,7,12,06-14-2023,RMK-QS0BVP
495,9126,3328,473.0,23,22,"Oct 16, 2023",RMK-UOK3PY
496,3044,9070,272.0,71,11,"Mar 26, 2024",RMK-9A67GI
497,9625,10055,89.0,0,3,04-01-2024,RMK-9R34UP
498,9875,3633,229.0,64,9,"Apr 06, 2025",RMK-ALB6DP
499,4270,3571,334.0,51,11,06-01-2024,RMK-QR5B5W
500,4032,5533,363.0,85,14,2023-05-21,RMK-US72E8
501,12305,240,138.0,9,4,20/01/2023,RMK-PO1PEO
502,7642,4362,253.0,68,8,2024-11-14,RMK-U77OKP
503,8670,4413,263.0,6,12,02-26-2024,RMK-0SFPZ9
504,2619,6978,266.0,10,11,12-04-2023,RMK-4NHXWP
505,129,4311,186.0,41,4,01-21-2023,RMK-WX5H80
506,4094,3176,165.0,0,5,2024-07-30,RMK-K3XBLE
507,9566,673,342.0,61,10,01-08-2024,RMK-E05KNJ
508,927,6473,247.0,15,10,"Jan 26, 2023",RMK-12PJWV
509,5005,2047,168.0,34,1,14/09/2024,RMK-Y6N5PJ
510,9479,4708,455.0,88,13,2025-04-16,RMK-5QUHI1
511,8430,7817,27.0,5,0,2025-04-30,RMK-4O6ZE8
512,12032,6063,296.0,10,2,11/12/2024,RMK-3O2F2C
513,2725,6536,98.0,7,1,18/03/2024,RMK-FVGCPL
514,1500,9006,190248.0,56145,5766,02-06-2023,RMK-CJ6MBE
515,9348,1428,400.0,81,4,15/10/2024,RMK-T4MW8V
516,3304,583,122.0,30,4,"May 23, 2024",RMK-4UKM78
517,1118,8977,4.0,1,0,"Dec 01, 2023",RMK-C7P0PP
518,362,671,288.0,73,4,02/03/2023,RMK-IMOECT
519,2884,5671,-165.0,0,0,03-21-2024,RMK-ZERCEX
520,9130,1389,325.0,58,7,"Jul 10, 2023",RMK-VD1N8P
521,425,5111,,,,2023-09-17,RMK-KF1UTL
522,3298,3187,223.0,12,9,2024-04-13,RMK-1DDNNY
523,11531,3711,252.0,34,6,2025-03-29,RMK-EEQRWM
524,9518,7930,193.0,41,7,2023-11-07,RMK-1B28D6
525,9182,1791,185.0,42,7,"Apr 05, 2025",RMK-OKSOE5
526,4125,6309,340.0,66,16,"Oct 28, 2023",RMK-MB06H1
527,4541,5522,198.0,47,5,01-06-2025,RMK-0UK3SV
528,6926,6316,3.0,0,0,10-22-2023,RMK-5L6H5G
529,12813,6506,101.0,3,1,02-17-2023,RMK-77ZSTQ
530,3688,27,326.0,66,9,2024-12-21,RMK-4MUQFS
531,4619,1859,133.0,23,6,06/03/2025,RMK-O25YA7
532,1515,2895,328.0,3,8,17/06/2024,RMK-14T3FU
533,5094,513,466.0,49,18,2023-03-08,RMK-W325TA
534,6765,4519,448.0,45,21,"Apr 17, 2025",RMK-KZNS4A
535,6128,230,285.0,81,4,03-06-2023,RMK-6PYMBD
536,373,5775,447.0,65,4,05/05/2025,RMK-KVUQA7
537,7276,9117,87.0,3,0,10-27-2024,RMK-SKBZDR
538,11875,3523,14.0,3,0,06/06/2023,RMK-TG03HK
539,8801,4696,199.0,21,5,10/01/2023,RMK-WQ5E40
540,12010,10230,451.0,12,21,01/10/2023,RMK-J93TV3
541,6171,6169,472.0,140,10,10-27-2024,RMK-F41YPE
542,3405,7086,444.0,1,19,05-02-2023,RMK-58ZZFO
543,3319,2179,49.0,12,2,"Oct 09, 2023",RMK-8G6S7O
544,5210,469,6.0,1,0,08-30-2023,RMK-GPW8G0
545,5905,8152,341.0,100,9,06/02/2023,RMK-ZSFCPI
546,6015,4903,361.0,7,2,2024-12-10,RMK-A5WCQF
547,5156,2926,148.0,42,2,20/07/2023,RMK-HLGUAB
548,7037,7685,136.0,8,4,2023-10-08,RMK-OKIYIS
549,1634,9411,-94.0,0,0,2023-02-28,RMK-X69TMZ
550,2303,8788,375.0,66,12,08/04/2025,RMK-8S6MO1
551,10476,8752,14.0,0,0,"Oct 22, 2024",RMK-95XFQ2
552,7866,2344,398.0,10,10,"May 01, 2023",RMK-RK088Q
553,11403,8541,413.0,18,6,22/12/2023,RMK-876LYD
554,2278,4795,416.0,112,10,"Jun 03, 2025",RMK-0REFBS
555,4227,1420,127.0,26,3,"Jul 30, 2024",RMK-TWLUCC
556,8702,7578,363.0,57,14,05/03/2024,RMK-OV92SK
557,1374,2018,299.0,62,5,03/01/2025,RMK-8KBSBE
558,2822,5996,75.0,0,3,12-01-2024,RMK-WML8X8
559,1658,1913,155.0,41,7,06-12-2024,RMK-C1ONV8
560,6842,4178,316.0,55,12,02-19-2025,RMK-YDFK95
561,2104,6217,391.0,102,7,"Feb 18, 2025",RMK-4U904G
562,12310,2132,80.0,18,0,2024-02-06,RMK-3VTLQK
563,7315,3524,468.0,121,12,10-22-2023,RMK-G92YND
564,8403,6115,5.0,0,0,2024-10-19,RMK-YA5NX9
565,5529,4602,173.0,37,6,2025-03-30,RMK-5P19GN
566,2714,4115,211.0,38,10,2024-05-06,RMK-ZSNNLQ
567,11295,3458,205.0,19,0,"Nov 26, 2023",RMK-R5AP50
568,367,2697,434.0,79,11,12-14-2024,RMK-U846F8
569,12219,1183,319.0,47,6,07-29-2024,RMK-AQ6MYT
570,10231,6659,388.0,81,16,"Apr 01, 2024",RMK-ZIVBHZ
571,2749,9526,59.0,16,1,03-24-2023,RMK-AQ9IWO
572,8444,68,484.0,107,11,06-28-2024,RMK-6R3438
573,6758,7321,383.0,82,14,07-14-2023,RMK-2V6WC2
574,5606,5853,172.0,35,4,2025-01-02,RMK-FK32W6
575,704,5152,492.0,78,19,09/05/2024,RMK-H6KTMV
576,8040,3751,173.0,34,2,2025-04-13,RMK-7YZT0P
577,12224,237,178.0,13,6,2024-05-03,RMK-K3SSWN
578,7250,3178,197.0,46,5,09/05/2023,RMK-16E8Y5
579,10294,970,165.0,14,2,03/04/2024,RMK-7172YY
580,10225,7164,115.0,1,3,2024-08-08,RMK-H1PCTJ
581,10079,6997,239.0,37,2,2023-09-01,RMK-AF5VG4
582,10861,158,286.0,71,5,02-13-2023,RMK-4U3P4O
583,12541,706,177.0,6,5,"Feb 22, 2025",RMK-Y4P568
584,9884,7862,376.0,58,15,03/01/2023,RMK-LQSAM7
585,7129,6194,305.0,35,6,11-27-2023,RMK-X2EQ9Q
586,10711,7820,155.0,42,2,"Mar 21, 2024",RMK-2B0BWE
587,4661,7963,245.0,21,5,21/07/2024,RMK-NOERRC
588,11046,6190,330.0,56,8,"Feb 17, 2023",RMK-NDI806
589,4148,2505,37.0,10,1,"Oct 02, 2024",RMK-JKRFGI
590,4272,9652,232.0,63,2,2024-07-13,RMK-TCJDKM
591,6256,3911,132.0,33,0,2025-01-01,RMK-55OT95
592,7433,791,142.0,34,4,02-28-2024,RMK-1KMM4M
593,2016,9210,245.0,18,10,2023-01-28,RMK-LKGRK9
594,7527,6511,149.0,5,2,08-13-2024,RMK-QXIHNW
595,6255,8876,482.0,27,20,2024-09-22,RMK-X2FOIO
596,4336,615,102.0,16,4,2024-09-01,RMK-JO78JC
597,8677,9257,439.0,7,11,2023-06-15,RMK-R89I4Q
598,3879,3184,75.0,7,1,09-20-2023,RMK-Z0P2DD
599,12112,2963,77.0,6,3,"Jun 04, 2023",RMK-H0BQNK
600,6296,3748,426.0,69,1,16/06/2024,RMK-8IZ6RT
601,5284,1164,195.0,41,3,12-20-2023,RMK-IXT4EM
602,9912,6294,170.0,29,7,"Sep 09, 2024",RMK-1RPRF9
603,9440,4815,465.0,95,4,"Aug 01, 2023",RMK-9LAHXE
604,10505,9762,141.0,13,4,"Feb 15, 2024",RMK-KUCYG8
605,3970,8939,200.0,24,2,2023-04-30,RMK-YANYYK
606,7633,3808,258.0,25,6,18/09/2024,RMK-GXBMFF
607,8368,4640,461.0,50,13,06/03/2023,RMK-190GIB
608,8469,1229,338.0,69,16,2025-02-23,RMK-DJGNI0
609,6389,10061,217.0,59,5,08/04/2025,RMK-QALGIA
610,10805,8082,484.0,6,11,"Jan 08, 2023",RMK-VFD38L
611,367,4742,55.0,9,0,"Nov 25, 2023",RMK-P1WK33
612,3321,1126,56.0,4,1,"Feb 16, 2023",RMK-WZ9AAH
613,6064,9702,299.0,73,11,14/11/2024,RMK-OBND2Q
614,5276,1602,355.0,99,0,17/03/2025,RMK-MS2VY8
615,3470,4654,368.0,12,4,"Mar 02, 2025",RMK-BCEPWA
616,3054,9014,442.0,108,7,"Oct 03, 2024",RMK-2UYXCD
617,201,1266,320.0,14,9,11-19-2024,RMK-O20PPM
618,1559,4682,300.0,45,9,26/02/2024,RMK-6WBR0M
619,9960,348,17.0,4,0,"Feb 27, 2024",RMK-KYV8IK
620,3910,137,,,,04-10-2024,RMK-NZM7LL
621,6020,7360,236.0,23,5,10/05/2025,RMK-XTNCLN
622,9237,472,40.0,8,0,09/07/2023,RMK-S3WG6Y
623,8083,3673,49.0,13,1,24/04/2024,RMK-F3EQWQ
624,1199,6330,368.0,109,11,25/10/2024,RMK-R9RRTB
625,9164,7051,327.0,65,8,2024-02-27,RMK-OOT1UB
626,628,4677,224.0,53,2,2024-07-13,RMK-5CSZNM
627,2109,8483,174.0,26,7,02-15-2024,RMK-J35QGM
628,2974,1210,61.0,10,1,25/12/2024,RMK-SXAAMY
629,9805,8693,319.0,74,7,07-30-2024,RMK-MZWSCE
630,2665,2446,332.0,93,9,2025-04-23,RMK-ILL9HN
631,8506,8617,142.0,15,2,2023-02-06,RMK-1YTC5X
632,10666,2382,27.0,6,0,06/06/2023,RMK-LVEX58
633,2851,1995,62.0,10,0,01-08-2024,RMK-4LZG94
634,10056,8795,310.0,72,2,2024-09-22,RMK-0X7ATJ
635,9787,599,239.0,6,4,2024-05-09,RMK-JRK8MG
636,8750,6890,381.0,94,2,08/02/2023,RMK-5ZWW72
637,2935,10114,51.0,15,0,26/02/2025,RMK-9GAFVQ
638,4265,3223,474.0,5,7,02-17-2024,RMK-QVDZ3U
639,8425,293,143.0,5,1,14/03/2025,RMK-MRIQ14
640,203,3118,130.0,2,2,2024-03-28,RMK-H2ML2S
641,9236,9313,377.0,81,9,2024-04-18,RMK-AJG9HD
642,3009,5757,275.0,48,8,03/03/2023,RMK-JZRWUT
643,4708,6757,395.0,18,2,06/03/2024,RMK-NNAE2P
644,11698,5136,13.0,2,0,"Oct 14, 2023",RMK-4KAXDM
645,2629,5391,90.0,1,0,2024-10-03,RMK-LCAD63
646,8867,8960,72.0,13,0,08-08-2023,RMK-M60ZWZ
647,1666,3591,308.0,37,13,2025-06-09,RMK-PTEDDC
648,8541,6098,220.0,58,1,04-18-2025,RMK-9VGT97
649,8671,1933,310.0,84,12,31/03/2024,RMK-NAUJFK
650,903,3364,341.0,3,8,08-08-2023,RMK-JPCYYQ
651,3789,9719,72.0,17,3,02/01/2024,RMK-TBXZU9
652,9580,1107,462.0,110,9,06-20-2023,RMK-OOUPXM
653,11116,4995,235.0,6,8,"Dec 12, 2023",RMK-03JSSD
654,6514,5824,105.0,30,4,2023-11-02,RMK-WLWLOQ
655,12488,4552,323.0,70,11,2024-04-15,RMK-Y1BLJV
656,7218,3695,212.0,7,1,2025-04-10,RMK-HN04SP
657,10251,8757,336.0,91,15,14/09/2024,RMK-E9ZQ9G
658,7805,7117,473.0,67,4,2024-02-02,RMK-3MWKJG
659,2059,4179,466.0,68,23,11-19-2023,RMK-JSY1WU
660,390,9033,241.0,68,12,"Jun 19, 2024",RMK-V3I5VW
661,3845,6939,294.0,19,3,03-11-2024,RMK-U9GN11
662,7754,6937,500.0,122,23,14/04/2023,RMK-KWVFGU
663,8069,7355,7.0,2,0,07/02/2024,RMK-GHX2W2
664,10741,4370,186.0,55,5,2024-06-02,RMK-F28U5S
665,7927,3391,483.0,88,10,03-06-2025,RMK-TF0PG8
666,2718,3104,124.0,0,5,"Jan 08, 2023",RMK-574JAA
667,1269,8657,355.0,60,7,2023-06-18,RMK-MUW6H7
668,8099,6381,311.0,25,6,05-04-2024,RMK-IA7DNP
669,3962,9894,316.0,60,13,03-27-2025,RMK-KTVFVF
670,2676,2756,300.0,85,10,"Feb 19, 2024",RMK-1B5HOD
671,964,1095,246.0,41,4,26/05/2025,RMK-QMZJCC
672,6154,7028,349.0,31,5,2025-01-13,RMK-BW8X92
673,819,9208,34.0,7,1,07-30-2023,RMK-G0U93V
674,1787,5323,147.0,33,5,"Jul 06, 2023",RMK-261EOY
675,10356,9282,453.0,92,16,01-29-2023,RMK-ORWJS5
676,8778,4055,64.0,14,1,"Jun 06, 2025",RMK-OJ3KO4
677,5458,8003,114.0,9,4,09-16-2023,RMK-4EFK4E
678,3432,2669,,,,"Dec 03, 2024",RMK-X0LHNM
679,6758,10028,147.0,24,6,"Aug 27, 2023",RMK-LJ94VH
680,6797,5023,220.0,41,4,"Aug 14, 2023",RMK-M7OFU5
681,12134,6055,215.0,7,10,02-19-2023,RMK-SU18D6
682,11841,8621,242.0,37,8,07-14-2024,RMK-C059IU
683,1997,1997,402.0,120,19,09-15-2023,RMK-Q4IEPY
684,5925,8888,137.0,39,2,11-17-2024,RMK-VV0545
685,6192,3185,,,,2024-10-10,RMK-XLREVU
686,5446,7867,451.0,66,12,2023-02-20,RMK-CCW6M3
687,6284,4296,283.0,10,4,05-25-2023,RMK-UBXJIJ
688,4606,6793,66.0,1,1,19/08/2024,RMK-CMIDRT
689,8496,6240,365.0,90,11,2025-04-23,RMK-WM89O4
690,939,7590,341.0,9,4,"Apr 11, 2024",RMK-4UK1ZT
691,11611,9367,59.0,0,2,"Jun 07, 2025",RMK-W63LW6
692,3976,3004,452.0,12,16,2023-06-21,RMK-TWRVKP
693,4692,2906,381.0,62,8,2025-03-21,RMK-OBZN1Q
694,8784,660,87.0,2,4,22/04/2023,RMK-YGJJ31
695,12200,9601,253.0,30,5,2024-05-16,RMK-WLS777
696,2069,5089,163.0,23,0,01-26-2024,RMK-Z22Q7I
697,9198,5622,74.0,17,1,"Aug 30, 2023",RMK-QTQHP6
698,11965,9191,46.0,3,1,"Jun 08, 2023",RMK-14COL1
699,3095,5446,16.0,2,0,19/02/2024,RMK-JJDA6P
700,10577,4039,132.0,8,4,27/12/2024,RMK-J7JE7G
701,11842,9336,276.0,50,13,"Jun 04, 2025",RMK-MOBVK2
702,9040,4780,449.0,31,7,2023-02-12,RMK-FUPE9T
703,11602,1038,456.0,11,3,2023-10-18,RMK-BCNU6K
704,9050,5491,389.0,39,16,31/01/2024,RMK-Q1H653
705,93,1073,464.0,72,11,"May 07, 2025",RMK-6U5AR7
706,2231,8477,232.0,6,7,"Jun 08, 2025",RMK-M5DYFW
707,27,6349,256.0,15,4,2023-03-03,RMK-18HNSM
708,3945,9750,46.0,3,0,"Aug 11, 2024",RMK-4CW9OE
709,11426,3690,179.0,12,0,2024-04-05,RMK-SDGT5Y
710,2237,861,299.0,50,4,10-31-2023,RMK-UHRWDL
711,7823,6793,374.0,73,1,12-24-2023,RMK-1ZJ4FR
712,317,4294,174.0,34,1,07-29-2024,RMK-E3EL22
713,12191,3264,228.0,42,10,06/02/2023,RMK-WPT775
714,5271,3519,190.0,47,9,09-23-2024,RMK-OJEUG2
715,6036,7926,306.0,59,12,"Aug 07, 2023",RMK-WZ5HYA
716,9594,8512,73.0,1,1,2024-02-28,RMK-08MOJ0
717,3657,8484,408.0,12,7,"Jan 23, 2025",RMK-ORD4ZI
718,11228,382,390.0,91,4,09-20-2023,RMK-21HGOY
719,8780,9185,60.0,8,2,09-26-2024,RMK-9BVFSH
720,3462,3708,368.0,11,15,30/09/2024,RMK-7PHB8Q
721,10459,1559,97.0,23,1,2024-02-28,RMK-CAE18Q
722,2017,7260,357.0,106,14,04-14-2023,RMK-2ORYBZ
723,429,3150,492.0,127,6,09-21-2024,RMK-UKXZY3
724,4207,6638,179.0,22,7,12/05/2023,RMK-T4G21O
725,2512,7270,484.0,56,1,21/12/2024,RMK-KX48VN
726,7526,7785,235.0,30,11,07/11/2023,RMK-CG1DK6
727,1509,8696,117.0,24,0,"Aug 08, 2024",RMK-FVNO89
728,3515,8185,442.0,89,2,2024-05-12,RMK-55II4Z
729,3060,1103,294.0,62,4,01-20-2024,RMK-PB1Q1U
730,3293,2819,257.0,71,3,"Feb 16, 2025",RMK-T2S1TL
731,11821,4805,368.0,106,5,"Mar 17, 2023",RMK-C4XUZ7
732,6033,7720,27.0,3,0,"Mar 25, 2023",RMK-7HUINE
733,4346,8031,282.0,9,4,09/05/2023,RMK-GFP5K5
734,242,1130,490.0,137,16,05-27-2023,RMK-KR9RYA
735,5516,222,74.0,16,0,2023-04-17,RMK-GD2CQ1
736,7845,3529,484.0,6,2,"Oct 29, 2024",RMK-WFR7OB
737,3276,1601,146.0,38,7,2023-06-03,RMK-WPMOQ0
738,3735,679,216.0,0,7,"Mar 18, 2024",RMK-WB6ZVZ
739,5641,2739,14.0,4,0,2024-03-11,RMK-OQ3C82
740,3524,9329,473.0,139,19,12-28-2023,RMK-Y8VNNJ
741,7262,4580,209.0,0,4,"Mar 28, 2025",RMK-KYGDUD
742,11564,4511,28.0,7,1,2024-02-25,RMK-Y32OPZ
743,675,5796,225.0,33,10,01-20-2024,RMK-PZMFKT
744,11575,10103,272.0,80,12,"Aug 07, 2023",RMK-4ZIGOG
745,4414,4755,479.0,58,17,06-21-2023,RMK-3MDYN4
746,10840,4282,130.0,19,6,2024-12-19,RMK-ZU60IF
747,347,5200,423.0,27,21,11-21-2024,RMK-EPNL0Q
748,2249,1138,381.0,2,16,04/11/2023,RMK-SDFU17
749,3495,6667,228.0,27,1,"Jan 01, 2023",RMK-P161KF
750,8200,1526,196.0,0,8,23/12/2024,RMK-BDC4UJ
751,4676,8467,283.0,21,12,18/05/2025,RMK-V8NFGG
752,6609,10125,42.0,10,0,2025-02-25,RMK-GD4YPJ
753,1538,5849,277.0,28,1,08-13-2023,RMK-5NY4C0
754,6586,9036,122.0,29,6,"Jul 21, 2023",RMK-EK9OQ2
755,8927,548,378.0,107,3,19/04/2024,RMK-6YOMSE
756,5482,5935,34.0,6,1,08-26-2023,RMK-JF7GCA
757,2605,1679,440.0,87,3,10-31-2023,RMK-ZKIBCM
758,5852,8640,317.0,64,6,09/06/2023,RMK-LW6CXW
759,9585,9862,41.0,3,1,06-11-2024,RMK-LV1MKS
760,11438,4186,252.0,2,1,04-02-2023,RMK-CAOL1J
761,10148,4506,265.0,62,13,2023-12-09,RMK-DRN2D7
762,4625,9060,157.0,25,2,08-24-2024,RMK-47RLG8
763,3457,4898,25.0,3,1,05-20-2025,RMK-YOCMI8
764,10175,6285,246.0,11,12,11-15-2024,RMK-CCRF2U
765,5951,1122,359.0,37,9,2023-12-04,RMK-UKPWX5
766,1704,2324,191.0,52,5,2023-10-24,RMK-VI4C88
767,11742,4607,362.0,23,16,"Feb 17, 2024",RMK-D74SRT
768,11427,3911,208.0,37,8,"Jun 18, 2025",RMK-LMWO4R
769,6310,4352,437.0,107,21,05/02/2023,RMK-A8V593
770,8102,6868,202.0,10,2,03-20-2025,RMK-BY96AJ
771,1493,8616,116.0,30,5,2024-12-12,RMK-L6K4V9
772,3900,6223,407.0,39,3,2023-03-02,RMK-EVZAUJ
773,1698,4034,68.0,8,2,"Jun 24, 2024",RMK-ENEGW1
774,947,965,84.0,9,0,"Sep 21, 2024",RMK-2D8CWN
775,7299,3947,165.0,27,3,22/10/2023,RMK-K3B71C
776,4203,6977,54.0,5,1,"Oct 20, 2024",RMK-49TFCC
777,2086,5726,441.0,34,3,"Feb 27, 2024",RMK-GWIW7W
778,1223,257,216.0,37,6,2023-12-23,RMK-578FG9
779,670,8976,16.0,2,0,04-29-2023,RMK-DOFXAK
780,10091,9392,199.0,50,7,2023-06-07,RMK-247XDX
781,215,4314,95.0,14,4,2024-05-25,RMK-UAWWCM
782,2274,4562,268.0,65,6,13/01/2024,RMK-XFDOWO
783,3967,3306,362.0,42,6,03-15-2024,RMK-LN7ORY
784,9896,6705,61.0,8,0,"Apr 19, 2024",RMK-ZKZZY0
785,9821,6427,458.0,10,19,01-10-2025,RMK-AAR76A
786,6314,4630,200.0,25,0,"Nov 26, 2024",RMK-XCB9LA
787,7665,9182,160.0,36,8,21/07/2023,RMK-3NBGFM
788,2868,7202,118.0,3,3,18/04/2023,RMK-XB4ZYM
789,9139,7665,308.0,43,12,27/01/2025,RMK-KLGYGB
790,11134,7039,125.0,26,0,2023-11-29,RMK-J82TPE
791,119,5097,258.0,38,2,2024-11-12,RMK-VGK2O0
792,7171,6877,53.0,11,0,2023-05-08,RMK-MIIKGF
793,2027,30,279.0,28,3,05/07/2024,RMK-3CWTTM
794,11378,2307,130.0,18,1,2025-01-26,RMK-G33Q0F
795,1269,1494,410.0,85,15,06-29-2024,RMK-1LI44T
796,9982,961,300.0,26,10,11/02/2024,RMK-X8GAB8
797,4226,4898,472.0,58,2,2023-05-22,RMK-01CGH8
798,2158,4961,,,,2024-03-12,RMK-MCU1UT
799,2928,3593,86.0,10,1,"Nov 13, 2024",RMK-4W2OFP
800,2500,4568,152.0,43,3,2023-05-03,RMK-HJB7CK
801,1723,3508,441.0,63,11,"Jul 22, 2023",RMK-F4J2E2
802,8169,5627,262.0,26,10,"Jun 13, 2025",RMK-ZWV2Z5
803,2592,2493,394.0,59,14,02-15-2024,RMK-DQ02VP
804,4882,7888,285.0,15,10,"Apr 18, 2025",RMK-72Y0WL
805,8797,9810,191.0,18,1,06/10/2024,RMK-A1F3E7
806,3575,4212,43.0,3,1,"Nov 10, 2024",RMK-7YBUY1
